GENERATED_ALERT_ID,TX_ID,SENDER_ACCOUNT_ID,RECEIVER_ACCOUNT_ID,CUSTOMER_ID,TX_AMOUNT,TIMESTAMP,KYC_STATUS,RISK_SCORE,RISK_LEVEL,EDD_REQUIRED,TX_COUNT_30_MIN,UNIQUE_RECEIVER_COUNT_30_MIN,ALERT_REASON,ALERT_SEVERITY,CASE_STATUS,IS_FRAUD
AML-000001,524,979,153,C_979,191.63,1970-01-01 00:00:00.000000001,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000029,552,979,861,C_979,191.63,1970-01-01 00:00:00.000000001,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000030,553,979,245,C_979,191.63,1970-01-01 00:00:00.000000001,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000031,554,979,962,C_979,191.63,1970-01-01 00:00:00.000000001,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000032,555,979,622,C_979,191.63,1970-01-01 00:00:00.000000001,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000033,556,979,987,C_979,191.63,1970-01-01 00:00:00.000000001,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000034,557,979,867,C_979,191.63,1970-01-01 00:00:00.000000001,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000035,558,979,726,C_979,191.63,1970-01-01 00:00:00.000000001,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000036,559,979,947,C_979,191.63,1970-01-01 00:00:00.000000001,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000037,560,979,827,C_979,191.63,1970-01-01 00:00:00.000000001,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000038,563,978,473,C_978,135.33,1970-01-01 00:00:00.000000001,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000039,564,978,452,C_978,135.33,1970-01-01 00:00:00.000000001,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000040,565,978,233,C_978,135.33,1970-01-01 00:00:00.000000001,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000041,566,978,454,C_978,135.33,1970-01-01 00:00:00.000000001,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000042,567,978,971,C_978,135.33,1970-01-01 00:00:00.000000001,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000043,568,978,993,C_978,135.33,1970-01-01 00:00:00.000000001,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000044,569,978,894,C_978,135.33,1970-01-01 00:00:00.000000001,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000045,570,978,598,C_978,135.33,1970-01-01 00:00:00.000000001,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000046,571,978,235,C_978,135.33,1970-01-01 00:00:00.000000001,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000047,572,978,775,C_978,135.33,1970-01-01 00:00:00.000000001,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000048,573,978,511,C_978,135.33,1970-01-01 00:00:00.000000001,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000049,574,978,974,C_978,135.33,1970-01-01 00:00:00.000000001,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000050,575,978,732,C_978,135.33,1970-01-01 00:00:00.000000001,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000051,576,978,832,C_978,135.33,1970-01-01 00:00:00.000000001,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000052,577,978,854,C_978,135.33,1970-01-01 00:00:00.000000001,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000053,578,978,997,C_978,135.33,1970-01-01 00:00:00.000000001,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000054,579,978,755,C_978,135.33,1970-01-01 00:00:00.000000001,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000055,580,978,998,C_978,135.33,1970-01-01 00:00:00.000000001,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000056,581,978,812,C_978,135.33,1970-01-01 00:00:00.000000001,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000057,582,978,636,C_978,135.33,1970-01-01 00:00:00.000000001,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000058,583,978,736,C_978,135.33,1970-01-01 00:00:00.000000001,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000059,584,978,814,C_978,135.33,1970-01-01 00:00:00.000000001,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000060,585,978,836,C_978,135.33,1970-01-01 00:00:00.000000001,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000061,586,978,936,C_978,135.33,1970-01-01 00:00:00.000000001,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000062,587,978,937,C_978,135.33,1970-01-01 00:00:00.000000001,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000063,588,978,818,C_978,135.33,1970-01-01 00:00:00.000000001,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000064,589,978,918,C_978,135.33,1970-01-01 00:00:00.000000001,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000065,590,978,682,C_978,135.33,1970-01-01 00:00:00.000000001,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000066,591,978,222,C_978,135.33,1970-01-01 00:00:00.000000001,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000067,592,978,641,C_978,135.33,1970-01-01 00:00:00.000000001,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000068,593,978,985,C_978,135.33,1970-01-01 00:00:00.000000001,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000069,594,978,248,C_978,135.33,1970-01-01 00:00:00.000000001,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000070,595,978,645,C_978,135.33,1970-01-01 00:00:00.000000001,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000071,596,978,942,C_978,135.33,1970-01-01 00:00:00.000000001,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000072,597,978,986,C_978,135.33,1970-01-01 00:00:00.000000001,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000073,598,978,944,C_978,135.33,1970-01-01 00:00:00.000000001,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000074,599,978,649,C_978,135.33,1970-01-01 00:00:00.000000001,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000075,600,978,906,C_978,135.33,1970-01-01 00:00:00.000000001,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000076,5976,978,473,C_978,135.33,1970-01-01 00:00:00.000000011,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000077,5977,978,452,C_978,135.33,1970-01-01 00:00:00.000000011,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000078,5978,978,233,C_978,135.33,1970-01-01 00:00:00.000000011,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000079,5979,978,454,C_978,135.33,1970-01-01 00:00:00.000000011,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000080,5980,978,971,C_978,135.33,1970-01-01 00:00:00.000000011,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000081,5981,978,993,C_978,135.33,1970-01-01 00:00:00.000000011,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000082,5982,978,894,C_978,135.33,1970-01-01 00:00:00.000000011,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000083,5983,978,598,C_978,135.33,1970-01-01 00:00:00.000000011,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000084,5984,978,235,C_978,135.33,1970-01-01 00:00:00.000000011,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000085,5985,978,775,C_978,135.33,1970-01-01 00:00:00.000000011,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000086,5986,978,511,C_978,135.33,1970-01-01 00:00:00.000000011,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000087,5987,978,974,C_978,135.33,1970-01-01 00:00:00.000000011,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000088,5988,978,732,C_978,135.33,1970-01-01 00:00:00.000000011,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000089,5989,978,832,C_978,135.33,1970-01-01 00:00:00.000000011,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000090,5990,978,854,C_978,135.33,1970-01-01 00:00:00.000000011,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000091,5991,978,997,C_978,135.33,1970-01-01 00:00:00.000000011,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000092,5992,978,755,C_978,135.33,1970-01-01 00:00:00.000000011,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000093,5993,978,998,C_978,135.33,1970-01-01 00:00:00.000000011,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000094,5994,978,812,C_978,135.33,1970-01-01 00:00:00.000000011,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000095,5995,978,636,C_978,135.33,1970-01-01 00:00:00.000000011,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000096,5996,978,736,C_978,135.33,1970-01-01 00:00:00.000000011,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000097,5997,978,814,C_978,135.33,1970-01-01 00:00:00.000000011,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000098,5998,978,836,C_978,135.33,1970-01-01 00:00:00.000000011,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000099,5999,978,936,C_978,135.33,1970-01-01 00:00:00.000000011,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000100,6000,978,937,C_978,135.33,1970-01-01 00:00:00.000000011,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000101,6001,978,818,C_978,135.33,1970-01-01 00:00:00.000000011,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000102,6002,978,918,C_978,135.33,1970-01-01 00:00:00.000000011,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000103,6003,978,682,C_978,135.33,1970-01-01 00:00:00.000000011,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000104,6004,978,222,C_978,135.33,1970-01-01 00:00:00.000000011,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000105,6005,978,641,C_978,135.33,1970-01-01 00:00:00.000000011,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000106,6006,978,985,C_978,135.33,1970-01-01 00:00:00.000000011,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000107,6007,978,248,C_978,135.33,1970-01-01 00:00:00.000000011,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000108,6008,978,645,C_978,135.33,1970-01-01 00:00:00.000000011,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000109,6009,978,942,C_978,135.33,1970-01-01 00:00:00.000000011,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000110,6010,978,986,C_978,135.33,1970-01-01 00:00:00.000000011,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000111,6011,978,944,C_978,135.33,1970-01-01 00:00:00.000000011,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000112,6012,978,649,C_978,135.33,1970-01-01 00:00:00.000000011,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000113,6013,978,906,C_978,135.33,1970-01-01 00:00:00.000000011,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000114,6038,979,153,C_979,191.63,1970-01-01 00:00:00.000000011,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000115,6039,979,891,C_979,191.63,1970-01-01 00:00:00.000000011,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000116,6040,979,793,C_979,191.63,1970-01-01 00:00:00.000000011,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000117,6041,979,892,C_979,191.63,1970-01-01 00:00:00.000000011,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000118,6042,979,970,C_979,191.63,1970-01-01 00:00:00.000000011,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000119,6043,979,354,C_979,191.63,1970-01-01 00:00:00.000000011,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000120,6044,979,993,C_979,191.63,1970-01-01 00:00:00.000000011,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000121,6045,979,851,C_979,191.63,1970-01-01 00:00:00.000000011,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000122,6046,979,994,C_979,191.63,1970-01-01 00:00:00.000000011,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000123,6047,979,631,C_979,191.63,1970-01-01 00:00:00.000000011,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000124,6048,979,995,C_979,191.63,1970-01-01 00:00:00.000000011,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000125,6049,979,435,C_979,191.63,1970-01-01 00:00:00.000000011,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000126,6050,979,974,C_979,191.63,1970-01-01 00:00:00.000000011,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000127,6051,979,732,C_979,191.63,1970-01-01 00:00:00.000000011,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000128,6052,979,754,C_979,191.63,1970-01-01 00:00:00.000000011,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000129,6053,979,953,C_979,191.63,1970-01-01 00:00:00.000000011,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000130,6054,979,315,C_979,191.63,1970-01-01 00:00:00.000000011,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000131,6055,979,317,C_979,191.63,1970-01-01 00:00:00.000000011,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000132,6056,979,934,C_979,191.63,1970-01-01 00:00:00.000000011,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000133,6057,979,978,C_979,191.63,1970-01-01 00:00:00.000000011,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000134,6058,979,282,C_979,191.63,1970-01-01 00:00:00.000000011,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000135,6059,979,262,C_979,191.63,1970-01-01 00:00:00.000000011,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000136,6060,979,185,C_979,191.63,1970-01-01 00:00:00.000000011,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000137,6061,979,384,C_979,191.63,1970-01-01 00:00:00.000000011,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000138,6062,979,164,C_979,191.63,1970-01-01 00:00:00.000000011,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000139,6063,979,241,C_979,191.63,1970-01-01 00:00:00.000000011,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000140,6064,979,760,C_979,191.63,1970-01-01 00:00:00.000000011,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000141,6065,979,167,C_979,191.63,1970-01-01 00:00:00.000000011,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000142,6066,979,861,C_979,191.63,1970-01-01 00:00:00.000000011,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000143,6067,979,245,C_979,191.63,1970-01-01 00:00:00.000000011,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000144,6068,979,962,C_979,191.63,1970-01-01 00:00:00.000000011,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000145,6069,979,622,C_979,191.63,1970-01-01 00:00:00.000000011,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000146,6070,979,987,C_979,191.63,1970-01-01 00:00:00.000000011,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000147,6071,979,867,C_979,191.63,1970-01-01 00:00:00.000000011,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000148,6072,979,726,C_979,191.63,1970-01-01 00:00:00.000000011,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000149,6073,979,947,C_979,191.63,1970-01-01 00:00:00.000000011,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000150,6074,979,827,C_979,191.63,1970-01-01 00:00:00.000000011,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000151,6447,130,993,C_130,1592.34,1970-01-01 00:00:00.000000012,Rejected,60,High,Yes,18,5,High-risk customer activity,High,Open,False
AML-000152,11033,21,970,C_21,1203.63,1970-01-01 00:00:00.000000019,Verified,60,High,Yes,15,3,High-risk customer activity,High,Open,False
AML-000153,11470,21,180,C_21,1203.63,1970-01-01 00:00:00.000000020,Verified,60,High,Yes,15,3,High-risk customer activity,High,Open,False
AML-000154,11810,978,473,C_978,135.33,1970-01-01 00:00:00.000000021,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000155,11811,978,452,C_978,135.33,1970-01-01 00:00:00.000000021,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000156,11812,978,233,C_978,135.33,1970-01-01 00:00:00.000000021,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000157,11813,978,454,C_978,135.33,1970-01-01 00:00:00.000000021,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000158,11814,978,971,C_978,135.33,1970-01-01 00:00:00.000000021,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000159,11815,978,993,C_978,135.33,1970-01-01 00:00:00.000000021,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000160,11816,978,894,C_978,135.33,1970-01-01 00:00:00.000000021,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000161,11817,978,598,C_978,135.33,1970-01-01 00:00:00.000000021,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000162,11818,978,235,C_978,135.33,1970-01-01 00:00:00.000000021,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000163,11819,978,775,C_978,135.33,1970-01-01 00:00:00.000000021,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000164,11820,978,511,C_978,135.33,1970-01-01 00:00:00.000000021,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000165,11821,978,974,C_978,135.33,1970-01-01 00:00:00.000000021,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000166,11822,978,732,C_978,135.33,1970-01-01 00:00:00.000000021,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000167,11823,978,832,C_978,135.33,1970-01-01 00:00:00.000000021,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000168,11824,978,854,C_978,135.33,1970-01-01 00:00:00.000000021,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000169,11825,978,997,C_978,135.33,1970-01-01 00:00:00.000000021,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000170,11826,978,755,C_978,135.33,1970-01-01 00:00:00.000000021,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000171,11827,978,998,C_978,135.33,1970-01-01 00:00:00.000000021,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000172,11828,978,812,C_978,135.33,1970-01-01 00:00:00.000000021,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000173,11829,978,636,C_978,135.33,1970-01-01 00:00:00.000000021,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000174,11830,978,736,C_978,135.33,1970-01-01 00:00:00.000000021,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
